Language,Worked,Worked_per,Wanted,Wanted_per,Salary,Year,Category
Cassandra,0.01762920298879203,1.8,0.06131304483188045,1.8,65,2017,Database
MongoDB,0.12048567870485678,12.0,0.191138698630137,12.0,48,2017,Database
MySQL,0.3186293586550436,31.9,0.19218944582814446,31.9,44,2017,Database
Oracle,0.09483966376089664,9.5,0.05903642590286426,9.5,48,2017,Database
PostgreSQL,0.15206646948941469,15.2,0.15802070361145704,15.2,52,2017,Database
Redis,0.0806156600249066,8.1,0.12027163760896638,8.1,54,2017,Database
SQLServer,0.22100716064757162,22.1,0.14307674346201743,22.1,54,2017,Database
SQLite,0.1525140099626401,15.3,0.11281911581569116,15.3,46,2017,Database
